city,state,condo_coop
Manteca, CA,
Manteno, IL,
Manteo, NC,95.2%
Mantua, VA,
Manville, NJ,
Maple Grove, MN,98.5%
Maple Heights, OH,89.5%
Maple Valley, WA,
Mapleton, UT,
Maplewood, MN,
Maplewood, MO,
Maplewood, WA,
Marathon, FL,93.4%
Marble Cliff, OH,
Marblehead, MA,101.5%
Marblehead, OH,93.5%
Marcellus, NY,
Marco Island, FL,95.0%
Marco Shores-Hammock Bay, FL,94.8%
Marcus Hook, PA,
Margate City, NJ,92.7%
Margate, FL,93.7%
Mariemont, OH,100.0%
Marietta-Alderwood, WA,
Marietta, GA,96.9%
Marietta, OH,
Marietta, PA,
Marin City, CA,104.6%
Marina del Rey, CA,97.1%
Marina, CA,
Marine City, MI,102.1%
Marine View, WA,
Marinette, WI,95.3%
Marion Center, MA,
Marion, IA,99.9%
Marion, IN,96.7%
Marion, MA,
Marion, NC,
Marion, OH,97.4%
Marlboro Village, MD,99.5%
Marlborough, MA,98.0%
Marlene Village, OR,94.7%
Marlton, NJ,104.8%
Marmora, NJ,
Marquette, MI,
Mars Hill, NC,
Mars, PA,
Marshall, MI,100.0%
Marshall, MN,
Marshall, WI,
Marshalltown, IA,98.2%
Marshfield, MA,107.3%
Marshfield, WI,
Martha Lake, WA,99.9%
Martinez, CA,97.8%
Martinez, GA,
Martinsville, IN,
Martinsville, NJ,
Martinsville, OH,
Marumsco, VA,97.2%
Mary Esther, FL,
Maryland,,100.0%
Maryland City, MD,100.0%
Maryland Heights, MO,98.5%
Marysville, CA,
Marysville, MI,98.5%
Marysville, OH,98.6%
Marysville, WA,100.0%
Maryville, IL,100.0%
Maryville, TN,98.1%
Mashpee Neck, MA,
Mashpee, MA,97.4%
Mason, MI,100.1%
Mason, OH,99.3%
Massachusetts,,99.8%
Massapequa Park, NY,104.8%
Massillon, OH,97.4%
Masury, OH,
Matawan, NJ,
Mattapoisett Center, MA,
Mattapoisett, MA,
Matteson, IL,
Matthews, NC,
Mattoon, IL,84.7%
Mauldin, SC,96.4%
Maumee, OH,98.7%
Maumelle, AR,
Maunaloa, HI,
Maybrook, NY,
Mayfield Heights, OH,102.7%
Mayfield, OH,
Mayflower Village, CA,98.8%
Maynard, MA,97.5%
Mays Chapel, MD,96.0%
Mays Landing, NJ,101.9%
Mayville, WI,98.3%
Maywood, IL,
Maywood, NJ,112.0%
McAllen, TX,93.7%
McComb, OH,
McCordsville, IN,
McFarland, WI,
McGovern, PA,
McGregor, FL,92.8%
McGregor, TX,
McHenry, IL,99.4%
McKee City, NJ,100.7%
McKeesport, PA,100.0%
McKinley Heights, OH,80.7%
McKinley, PA,101.0%
McKinney, TX,98.9%
McLean, VA,95.1%
McMillin, WA,
McMinnville, OR,
McMinnville, TN,
McMurray, PA,103.7%
McNair, VA,97.6%
McQueeney, TX,
Mead, CO,
Meadow Glade, WA,
Meadow Woods, FL,100.0%
Meadowbrook, AL,96.7%
Meadowview Estates, KY,
Meadville, PA,
Mebane, NC,
Mechanicsburg, PA,
Mechanicstown, NY,
Mechanicsville, CT,
Mechanicsville, VA,
Medfield, MA,96.4%
Medford, MA,100.8%
Medford, NY,99.6%
Medford, OR,98.3%
Media, PA,
Medina, MN,
Medina, OH,99.9%
Medley, FL,
Medulla, FL,
Medway, MA,100.0%
Mehlville, MO,100.3%
Melbourne Beach, FL,
Melbourne, FL,96.5%
Melrose Park, IL,
Melrose Park, NY,
Melrose, MA,100.6%
Melville, NY,101.1%
Melville, RI,
Melvindale, MI,
Memphis, FL,
Memphis, TN,96.6%
Menasha, WI,
Mendon, MA,
Mendota Heights, MN,106.2%
Menifee, CA,97.7%
Menlo Park, CA,102.4%
Menominee, MI,100.0%
Menomonee Falls, WI,99.9%
Menomonie, WI,
Mentone, CA,
Mentor-on-the-Lake, OH,111.4%
Mentor, OH,101.9%
Mequon, WI,101.3%
Merced, CA,
Mercer Island, WA,97.8%
Mercersburg, PA,
Mercerville, NJ,
Merchantville, NJ,
Meredith, NH,
Meriden, CT,104.7%
Meridian Hills, IN,100.0%
Meridian, CO,
Meridian, PA,
Merion Station, PA,
Merrick, NY,
Merrifield, VA,100.7%
Merrill, WI,102.1%
Merrillville, IN,99.1%
Merrimac, MA,
Merrimac, VA,
Merrimac, WI,
Merrionette Park, IL,90.9%
Merritt Island, FL,97.1%
Merritt Park, NY,
Mesa, AZ,97.7%
Mesquite, NV,96.2%
Mesquite, TX,83.3%
Metairie, LA,94.7%
Metamora, MI,100.0%
Methuen Town, MA,100.0%
Methuen, MA,100.0%
Mettawa, IL,
Metuchen, NJ,
Mexico Beach, FL,
Mexico, MO,
Meyers Lake, OH,96.6%
Miami Beach, FL,94.2%
Miami Gardens, FL,96.5%
Miami Heights, OH,99.4%
Miami Lakes, FL,96.1%
Miami Shores, FL,92.9%
Miami Springs, FL,85.1%
Miami Township, OH,100.6%
Miami, FL,95.1%
Miamisburg, OH,98.5%
Micco, FL,
Michigan,,98.9%
Michigan Center, MI,
Michigan City, IN,97.1%
Middle Island, NY,102.6%
Middleborough, MA,
Middleburg Heights, OH,99.9%
Middleburg, VA,
Middleburgh, NY,
Middlebury, IN,
Middlefield, OH,
Middlesex, NJ,
Middleton, MA,
Middleton, WI,103.0%
Middletown, CT,106.1%
Middletown, DE,100.0%
Middletown, KY,98.3%
Middletown, NY,101.3%
Middletown, OH,100.0%
Middletown, RI,99.3%
Midland, MI,101.3%
Midland, TX,
Midland, WA,
Midlothian, IL,93.9%
Midlothian, VA,99.3%
Midvale, UT,96.3%
Midway City, CA,
Midway, FL,92.7%
Midway, UT,95.9%
Midwest City, OK,
Milan, MI,90.5%
Milan, TN,
Milford Mill, MD,100.0%
Milford, CT,97.7%
Milford, IA,
Milford, MA,103.6%
Milford, ME,100.0%
Milford, MI,98.1%
Milford, NH,98.7%
Milford, OH,
Mililani Mauka, HI,100.3%
Mililani Town, HI,98.9%
Mill Creek East, WA,
Mill Creek, WA,97.8%
Mill Valley, CA,101.7%
Millbrae, CA,100.1%
Millbrook, NY,
Millbury, MA,105.9%
Millcreek, UT,99.2%
Milledgeville, GA,97.0%
Miller Place, NY,102.0%
Millersville, MD,
Millheim, PA,
Millis-Clicquot, MA,
Millis, MA,96.0%
Millville, NJ,
Millville, UT,
Millwood, NY,
Milpitas, CA,100.7%
Milton, GA,97.5%
Milton, MA,98.3%
Milton, NH,
Milton, NY,104.9%
Milton, VT,102.0%
Milton, WA,102.6%
Milton, WI,102.3%
Milton, WV,
Milwaukee, WI,98.3%
Milwaukie, OR,99.5%
Minco, OK,
Minden, NV,
Mineola, NY,101.5%
Mineral Ridge, OH,
Minneapolis, MN,97.3%
Minnehaha, WA,
Minneola, FL,
Minnesota,,97.7%
Minnesott Beach, NC,99.5%
Minnetonka, MN,99.5%
Minooka, IL,
Minot, ND,98.1%
Minster, OH,
Mint Hill, NC,
Minturn, CO,
Miramar Beach, FL,95.4%
Miramar, FL,97.8%
Mirrormont, WA,
Mishawaka, IN,102.2%
Mission Viejo, CA,100.7%
Mission, KS,
Mission, TX,93.5%
Mississippi,,100.6%
Missoula, MT,
Missouri,,99.3%
Missouri City, TX,
Mitchellville, IA,
Mitchellville, MD,101.7%
Mobile, AL,93.1%
Mocksville, NC,
Modesto, CA,99.6%
Mohnton, PA,
Mokena, IL,
Mokuleia, HI,97.3%
Moline, IL,98.5%
Monaca, PA,
Moncks Corner, SC,94.1%
Moneta, VA,
Monfort Heights, OH,97.4%
Monmouth Beach, NJ,99.4%
Monmouth Junction, NJ,
Monona, WI,
Monroe Manor, NJ,
Monroe, GA,
Monroe, IN,
Monroe, MI,96.0%
Monroe, NC,
Monroe, NY,101.1%
Monroe, OH,95.6%
Monroe, WA,
Monroe, WI,
Monroeville, PA,97.7%
Monrovia, CA,101.4%
Monsey, NY,85.1%
Monson, MA,
Mont Clare, PA,
Montague, MI,
Montana,,
Montana City, MT,
Montauk, NY,
Montclair, CA,99.2%
Montclair, NJ,113.2%
Montclair, VA,100.4%
Monte Sereno, CA,
Montebello, CA,98.2%
Montebello, NY,
Montecito, CA,97.3%
Monterey Park, CA,104.5%
Monterey, CA,96.1%
Montezuma, CO,
Montgomery Village, MD,99.0%
Montgomery, AL,
Montgomery, IL,
Montgomery, NY,100.0%
Montgomery, OH,98.0%
Montgomery, TX,
Montgomeryville, PA,98.1%
Monticello, IA,101.6%
Monticello, IL,
Montpelier, VT,
Montrose-Ghent, OH,
Montrose, CO,
Montrose, MN,
Montrose, NY,
Montvale, NJ,
Montville, NJ,
Monument Beach, MA,
Moodus, CT,106.4%
Moorefield Station, VA,100.2%
Moorefield, VA,100.2%
Moorestown-Lenola, NJ,101.6%
Mooresville, IN,97.4%
Mooresville, NC,94.0%
Moorpark, CA,
Moose Wilson Road, WY,
Moosic, PA,
Moosup, CT,
Moraga, CA,
Morehead City, NC,96.5%
Moreland Hills, OH,
Moreno Valley, CA,99.7%
Morgan Hill, CA,100.1%
Morgan Hill, PA,
Morgan's Point Resort, TX,
Morgandale, OH,
Morganton, NC,100.0%
Morgantown, PA,
Morgantown, WV,96.7%
Morganville, NJ,
Moriches, NY,
Morris Plains, NJ,
Morris, IL,
Morrison, IL,
Morristown, NJ,
Morristown, NY,
Morristown, TN,98.9%
Morrisville, NC,100.0%
Morrisville, PA,
Morro Bay, CA,
Morrow, GA,
Morton Grove, IL,97.6%
Morton, IL,
Moscow Mills, MO,
Moscow, ID,100.0%
Moses Lake, WA,
Mosier, OR,
Mosinee, WI,
Mound, MN,98.2%
Mount Airy, NC,97.2%
Mount Arlington, NJ,
Mount Calvary, WI,
Mount Carmel, OH,98.5%
Mount Charleston, NV,
Mount Clemens, MI,96.7%
Mount Dora, FL,
Mount Gilead, OH,
Mount Hood Village, OR,
Mount Hood Villages, OR,
Mount Hope, NJ,
Mount Horeb, WI,
Mount Ivy, NY,94.7%
Mount Joy, PA,
Mount Juliet, TN,100.0%
Mount Kisco, NY,95.3%
Mount Pleasant, MI,100.8%
Mount Pleasant, NY,
Mount Pleasant, SC,97.8%
Mount Pleasant, WI,101.1%
Mount Pocono, PA,98.8%
Mount Prospect, IL,99.0%
Mount Repose, OH,
Mount Sinai, NY,97.9%
Mount Sterling, KY,
Mount Vernon, IA,
Mount Vernon, IL,87.5%
Mount Vernon, NY,101.1%
Mount Vernon, OH,
Mount Vernon, VA,100.0%
Mount Vernon, WA,101.0%
Mount Vista, WA,96.9%
Mount Washington, KY,100.2%
Mount Zion, IL,
Mountain Brook, AL,109.1%
Mountain Home, AR,
Mountain House, CA,107.5%
Mountain Top, PA,105.4%
Mountain View, CA,101.2%
Mountlake Terrace, WA,99.3%
Moyock, NC,100.0%
Muhlenberg Park, PA,107.3%
Mukilteo, WA,99.5%
Mukwonago, WI,99.8%
Mulberry, AR,87.5%
Mulberry, FL,
Mulberry, OH,99.7%
Muldrow, OK,
Mulford, CO,
Mullica Hill, NJ,
Muncie, IN,98.5%
Mundelein, IL,98.7%
Munds Park, AZ,98.8%
Munford, TN,
Municipality of Murrysville, PA,100.0%
Munroe Falls, OH,102.5%
Munsons Corners, NY,
Munster, IN,97.6%
Murfreesboro, TN,99.4%
Murphysboro, IL,
Murray, CT,
Murray, KY,
Murray, UT,98.7%
Murrells Inlet, SC,97.6%
Murrieta, CA,99.9%
Muscatine, IA,98.5%
Muskego, WI,106.1%
Muskegon, MI,99.4%
Muskogee, OK,
Mustang, OK,
Myers Corner, NY,
Myrtle Beach, SC,95.0%
Myrtle Grove, FL,
Myrtle Grove, NC,
Mystic Island, NJ,
Mystic, CT,92.3%
Nacogdoches, TX,
Nags Head, NC,92.9%
Nahant, MA,
Nampa, ID,
Nanakuli, HI,100.0%
Nanuet, NY,100.7%
Napa, CA,97.3%
Napeague, NY,
Naperville, IL,98.8%
Napili-Honokowai, HI,94.5%
Naples Park, FL,
Naples, FL,92.8%
Naples, ME,100.0%
Nappanee, IN,
Naranja, FL,98.7%
Narberth, PA,
Narragansett Pier, RI,
Narragansett, RI,101.6%
Nashotah, WI,101.8%
Nashua, NH,101.2%
Nashville-Davidson, TN,98.3%
Nashville, IN,
Nashville, TN,97.3%
Nassau Bay, TX,101.9%
Natick, MA,98.0%
National City, CA,102.7%
National Harbor, MD,99.6%
Naugatuck, CT,105.5%
Navarre Beach, FL,97.2%
Navarre, FL,97.2%
Navy Yard City, WA,101.2%
Neabsco, VA,
Nebraska,,96.9%
Nederland, CO,
Needham, MA,
Neenah, WI,98.2%
Nellis AFB, NV,93.8%
Nephi, UT,
Neptune City, NJ,86.0%
Nesconset, NY,96.0%
Nesquehoning, PA,
Nether Providence Township, PA,101.1%
Nevada,,97.5%
Nevada City, CA,
Nevada, IA,
New Albany, IN,95.9%
New Albany, OH,
New Baltimore, MI,102.5%
New Baltimore, OH,
New Bedford, MA,102.2%
New Berlin, WI,102.8%
New Bern, NC,94.8%
New Braunfels, TX,96.6%
New Bremen, OH,
New Brighton, MN,
New Britain, CT,104.7%
New Britain, PA,107.5%
New Brunswick, NJ,103.7%
New Buffalo, MI,
New Canaan, CT,108.6%
New Carlisle, OH,
New Carrollton, MD,98.7%
New Cassel, NY,
New Castle Northwest, PA,
New Castle, CO,100.0%
New Castle, DE,
New Castle, IN,
New Castle, NY,90.0%
New Castle, PA,
New City, NY,101.7%
New Franklin, OH,
New Glarus, WI,
New Hampshire,,100.2%
New Haven, CT,105.4%
New Haven, IN,98.8%
New Haven, MI,
New Hempstead, NY,95.0%
New Holland, PA,
New Holstein, WI,
New Hope, MN,
New Hope, PA,
New Jersey,,100.4%
New Kensington, PA,
New Lenox, IL,100.6%
New London, CT,99.4%
New London, NH,
New Market, MD,
New Melle, MO,
New Mexico,,99.4%
New Middletown, OH,103.5%
New Milford, CT,101.4%
New Milford, NJ,
New Orleans, LA,93.9%
New Palestine, IN,
New Paltz, NY,100.1%
New Philadelphia, OH,
New Port Richey East, FL,96.7%
New Port Richey, FL,97.4%
New Prague, MN,
New Preston, CT,
New Rochelle, NY,101.3%
New Seabury, MA,
New Shoreham, RI,98.8%
New Smyrna Beach, FL,95.1%
New Waterford, OH,
New Wilmington, PA,
New Windsor, NY,97.7%
New York,,99.3%
New York, NY,97.5%
Newark, CA,99.6%
Newark, DE,99.5%
Newark, NJ,100.0%
Newark, OH,100.8%
Newberg, OR,97.9%
Newbern, TN,
Newberry, FL,
Newburg, WI,101.0%
Newburgh, IN,
Newburgh, NY,106.0%
Newbury, MA,96.0%
Newburyport, MA,94.3%
Newcastle, WA,102.9%
Newington, CT,107.2%
Newmarket, NH,99.6%
Newnan, GA,
Newport Beach, CA,96.4%
Newport Coast, CA,97.2%
Newport East, RI,99.3%
Newport News, VA,98.3%
Newport, KY,96.8%
Newport, NC,100.0%
Newport, OR,100.0%
Newport, RI,98.3%
Newton Falls, OH,
Newton, IA,99.9%
Newton, KS,
Newton, MA,99.0%
Newton, NC,
Newton, NJ,
Newtown Grant, PA,105.4%
Newtown, CT,100.0%
Newtown, OH,
Newtown, PA,
Niagara Falls, NY,
Niagara, NY,
Niantic, CT,97.3%
Nibley, UT,100.0%
Niceville, FL,
Nicholasville, KY,100.0%
Nichols Hills, OK,96.0%
Niles, IL,98.7%
Niles, MI,101.1%
Niles, OH,
Nipomo, CA,99.0%
Niskayuna, NY,
Nitro, WV,
Niwot, CO,
Nixa, MO,
Noblesville, IN,98.2%
Nocatee, FL,96.6%
Nogales, AZ,100.0%
Nokomis, FL,
Nolensville, TN,
Norcross, GA,100.0%
Norfolk, MA,105.8%
Norfolk, VA,98.4%
Normal, IL,101.8%
Norman, OK,96.8%
Normandy Park, WA,
Noroton Heights, CT,
Norridge, IL,98.1%
Norristown, PA,
North Adams, MA,100.6%
North Amityville, NY,
North Andover, MA,102.1%
North Arlington, NJ,
North Atlanta, GA,96.7%
North Attleborough Town, MA,
North Attleborough, MA,
North Auburn, CA,96.4%
North Augusta, SC,
North Aurora, IL,100.0%
North Babylon, NY,99.1%
North Bay Village, FL,94.6%
North Beach Haven, NJ,
North Beach, MD,
North Belle Vernon, PA,
North Bellmore, NY,
North Bend, OH,101.7%
North Bend, OR,
North Bend, WA,101.0%
North Bennington, VT,100.0%
North Bergen, NJ,99.4%
North Bethesda, MD,101.2%
North Boston, NY,
North Caldwell, NJ,
North Canton, OH,100.2%
North Carolina,,97.5%
North Castle, NY,99.3%
North Charleston, SC,94.7%
North Chelmsford, MA,
North Chicago, IL,104.6%
North College Hill, OH,100.0%
North Creek, NY,
North Creek, WA,99.5%
North Dakota,,98.3%
North Decatur, GA,98.5%
North Druid Hills, GA,98.3%
North East, MD,
North Eastham, MA,
North Fair Oaks, CA,
North Falmouth, MA,
North Fond du Lac, WI,
North Fort Myers, FL,99.4%
North Gates, NY,100.0%
North Great River, NY,
North Greenbush, NY,
North Hampton, OH,
North Haven, CT,100.0%
North Highlands, CA,
North Hills, NY,98.8%
North Hobbs, NM,
North Kensington, MD,
North Key Largo, FL,
North Kingstown, RI,98.1%
North Lake, WI,86.0%
North Lakes, AK,
North Lakeville, MA,
North Las Vegas, NV,97.8%
North Lauderdale, FL,97.7%
North Laurel, MD,99.2%
North Lewisburg, OH,
North Liberty, IA,97.6%
North Lima, OH,
North Little Rock, AR,94.3%
North Logan, UT,
North Lynnwood, WA,98.7%
North Madison, OH,93.4%
North Manchester, IN,
North Merrick, NY,
North Merritt Island, FL,
North Miami Beach, FL,95.9%
North Miami, FL,97.5%
North Muskegon, MI,96.3%
North Myrtle Beach, SC,96.3%
North Oaks, MN,
North Ogden, UT,
North Olmsted, OH,100.7%
North Palm Beach, FL,92.6%
North Pembroke, MA,
North Plainfield, NJ,
North Plymouth, MA,
North Pole, AK,
North Port, FL,98.0%
North Potomac, MD,
North Prairie, WI,
North Providence, RI,100.9%
North Puyallup, WA,100.0%
North Reading, MA,102.7%
North Redington Beach, FL,90.9%
North Richland Hills, TX,
North Ridgeville, OH,101.2%
North River Shores, FL,107.9%
North Riverside, IL,
North Royalton, OH,100.6%
North Salt Lake, UT,100.0%
North Santee, SC,
North Sarasota, FL,100.0%
North Scituate, MA,
North Sea, NY,
North Shore, VA,93.4%
North Smithfield, RI,100.6%
North St. Paul, MN,100.0%
North Topsail Beach, NC,95.7%
North Tustin, CA,
North Utica, IL,
North Valley Stream, NY,97.4%
North Wales, PA,93.3%
North Wantagh, NY,
North Weeki Wachee, FL,95.3%
North Wildwood, NJ,97.5%
North Windham, ME,100.7%
North Woodstock, NH,
North Zanesville, OH,95.9%
Northampton, MA,97.5%
Northampton, NY,
Northampton, PA,
Northborough, MA,100.0%
Northbridge, MA,
Northbrook, IL,96.0%
Northbrook, OH,98.8%
Northdale, FL,
Northfield, IL,99.8%
Northfield, KY,
Northfield, MN,
Northfield, NJ,100.0%
Northfield, OH,107.5%
Northford, CT,
Northglenn, CO,102.2%
Northlake, IL,
Northlake, SC,93.8%
Northport, AL,
Northport, MI,
Northport, NY,
Northridge, OH,91.4%
Northvale, NJ,
Northview, MI,100.3%
Northville, MI,100.7%
Northville, NY,
Northwest Harwich, MA,
Northwood, OH,
Norton Shores, MI,97.8%
Norton, MA,
Norwalk, CA,98.8%
Norwalk, CT,106.2%
Norwalk, IA,98.6%
Norwalk, OH,99.3%
Norwell, MA,102.9%
Norwich, CT,94.6%
Norwood, MA,104.7%
Norwood, NJ,
Norwood, PA,
Nottingham, MD,
Novato, CA,99.4%
Novi, MI,99.1%
Nutley, NJ,100.0%
Nyack, NY,100.2%
O'Fallon, IL,98.1%
O'Fallon, MO,99.7%
Oak Bluffs, MA,
Oak Brook, IL,95.0%
Oak Creek, WI,100.9%
Oak Forest, IL,99.1%
Oak Grove, OR,86.9%
Oak Harbor, OH,
Oak Harbor, WA,
Oak Hill, ME,106.0%
Oak Hills Place, LA,98.6%
Oak Hills, OR,
Oak Island, NC,97.3%
Oak Lawn, IL,98.9%
Oak Park Heights, MN,95.8%
Oak Park, CA,97.8%
Oak Park, IL,101.7%
Oak Park, MI,
Oak Ridge, FL,
Oak Ridge, TN,98.3%
Oakbrook Terrace, IL,100.0%
Oakbrook, KY,97.5%
Oakdale, CA,
Oakdale, MN,
Oakdale, NY,104.3%
Oakdale, PA,
Oakhurst, CA,95.6%
Oakhurst, NJ,
Oakland Park, FL,98.5%
Oakland, CA,99.8%
Oakland, ME,
Oakland, MO,
Oakland, NJ,102.6%
Oakland, TN,
Oakleaf Plantation, FL,98.2%
Oakley, CA,
Oakmont, PA,99.6%
Oakton, VA,101.4%
Oakville, CT,100.0%
Oakville, MO,94.3%
Oakwood, GA,97.6%
Oakwood, IL,
Oakwood, OH,
Oatfield, OR,
Oberlin, OH,99.8%
Ocala, FL,97.9%
Occoquan, VA,
Ocean Acres, NJ,103.4%
Ocean Bluff-Brant Rock, MA,
Ocean City, FL,
Ocean City, NJ,98.8%
Ocean Grove, NJ,
Ocean Isle Beach, NC,99.4%
Ocean Pointe, HI,97.6%
Ocean Ridge, FL,
Ocean Shores, WA,99.8%
Ocean Springs, MS,97.8%
Ocean View, NJ,
Oceano, CA,99.8%
Oceanport, NJ,101.8%
Oceanside, CA,98.9%
Oceanside, NY,100.4%
Ocoee, FL,95.0%
Oconomowoc, WI,96.7%
Odenton, MD,99.7%
Odessa, FL,
Ogden, IA,
Ogden, NY,
Ogden, UT,93.5%
Ohio,,99.1%
Oildale, CA,97.0%
Ojai, CA,95.9%
Ojus, FL,93.2%
Okauchee Lake, WI,99.5%
Okeechobee, FL,
Okemos, MI,100.0%
Oklahoma,,95.1%
Oklahoma City, OK,94.7%
Okoboji, IA,97.2%
Olathe, KS,
Old Bethpage, NY,95.4%
Old Bridge, NJ,100.0%
Old Greenwich, CT,
Old Hill, CT,100.3%
Old Jamestown, MO,
Old Jefferson, LA,
Old Mystic, CT,100.0%
Old Orchard Beach, ME,99.4%
Old Saybrook Center, CT,100.5%
Old Tappan, NJ,
Old Town, ME,
Old Westbury, NY,
Oldsmar, FL,94.1%
Olive Branch, MS,
Olivette, MO,
Olmos Park, TX,98.8%
Olmsted Falls, OH,100.4%
Olney, MD,99.8%
Olympia Fields, IL,
Olympia Heights, FL,
Olympia, WA,98.2%
Omaha, NE,97.5%
Omro, WI,
On Top of the World, FL,100.0%
Onalaska, WI,95.2%
One Loudoun, VA,98.6%
Oneida, NY,
Onion Creek, TX,
Onondaga, NY,
Onset, MA,
Onsted, MI,101.1%
Ontario, CA,101.0%
Ontario, OH,93.2%
Oostburg, WI,99.7%
Opa-locka, FL,
Opelika, AL,
Orange Beach, AL,93.8%
Orange City, FL,100.0%
Orange Lake, NY,98.9%
Orange Park, FL,
Orange, CA,100.5%
Orange, CT,
Orange, MA,
Orange, OH,95.5%
Orangeburg, NY,108.9%
Orangeburg, SC,
Orangetown, NY,100.2%
Orangetree, FL,
Orangevale, CA,
Orchard Park, NY,106.2%
Orchid, FL,
Orcutt, CA,99.2%
Oregon,,98.5%
Oregon City, OR,
Oregon, IL,
Oregon, OH,
Oregon, WI,96.1%
Orem, UT,100.3%
Orfordville, WI,
Oriental, NC,
Orinda, CA,97.3%
Orland Hills, IL,
Orland Park, IL,98.8%
Orlando, FL,95.8%
Orleans, IA,
Orleans, MA,
Orlovista, FL,
Ormond Beach, FL,97.7%
Ormond-by-the-Sea, FL,94.9%
Oro Valley, AZ,97.8%
Orono, ME,100.0%
Orono, MN,
Oronoque, CT,99.2%
Orrville, OH,
Orting, WA,
Ortonville, MI,
Osceola, IN,
Oshkosh, WI,98.4%
Osprey, FL,93.3%
Osseo, MN,
Ossian, IN,
Ossining, NY,104.1%
Oswego, IL,104.4%
Oswego, NY,
Otsego, MI,94.4%
Ottawa Hills, OH,
Ottawa, IL,
Ouray, CO,93.7%
Overland Park, KS,
Oviedo, FL,100.0%
Owasco, NY,
Owatonna, MN,
Owensboro, KY,100.0%
Owings Mills, MD,98.6%
Owosso, MI,103.7%
Oxford, IA,
Oxford, MA,
Oxford, MD,
Oxford, MI,103.4%
Oxford, MS,
Oxford, NJ,
Oxford, OH,
Oxnard, CA,98.6%
Oxon Hill, MD,100.1%
Oyster Bay, NY,99.0%
Paauilo, HI,
Pacheco, CA,
Pacific Beach, WA,
Pacific Grove, CA,97.1%
Pacific, MO,100.0%
Pacifica, CA,106.4%
Paddock Lake, WI,97.2%
Paducah, KY,100.0%
Pahrump, NV,
Paia, HI,
Painesville, OH,101.1%
Pajaro Dunes, CA,100.0%
Palatine, IL,100.4%
Palermo, NJ,
Palisades Park, NJ,96.7%
Palm Bay, FL,96.2%
Palm Beach Gardens, FL,95.8%
Palm Beach Shores, FL,
Palm Beach, FL,94.6%
Palm City, FL,90.7%
Palm Coast, FL,93.6%
Palm Desert, CA,97.4%
Palm Harbor, FL,96.6%
Palm Springs, CA,97.3%
Palm Springs, FL,97.5%
Palm Valley, FL,96.7%
Palm Valley, TX,
Palmdale, CA,99.2%
Palmer Lake, CO,
Palmer Ranch, FL,88.2%
Palmer Town, MA,
Palmer, AK,
Palmer, MA,
Palmetto Bay, FL,91.0%
Palmetto Estates, FL,
Palmetto, FL,93.8%
Palmetto, GA,100.0%
Palmyra, NJ,
Palo Alto, CA,100.8%
Palo, IA,99.4%
Palos Heights, IL,100.6%
Palos Hills, IL,97.9%
Palos Park, IL,98.3%
Palos Verdes Estates, CA,90.5%
Panama City Beach, FL,93.7%
Panama City, FL,83.1%
Panora, IA,
Panthersville, GA,
Pantops, VA,103.0%
Paoli, PA,
Papillion, NE,
Paradise Valley, AZ,
Paradise, NV,96.6%
Paragould, AR,
Paramount, CA,94.9%
Paramus, NJ,
Parchment, MI,
Pardeeville, WI,
Paris, TN,87.5%
Park City, UT,96.7%
Park Forest, IL,
Park Hills, KY,
Park Hills, MO,
Park Ridge, IL,97.4%
Park Ridge, NJ,
Park View, IA,
Parker, CO,99.7%
Parkland, FL,98.1%
Parkland, WA,
Parkville, MD,
Parkville, PA,100.0%
Parma Heights, OH,100.0%
Parma, MI,
Parma, NY,124.1%
Parma, OH,98.2%
Parole, MD,100.4%
Parsons, KS,
Pasadena Hills, FL,
Pasadena, CA,101.6%
Pasadena, MD,100.0%
Pasadena, TX,
Pascagoula, MS,
Pasco, WA,
Pascoag, RI,
Paso Robles, CA,97.8%
Pass Christian, MS,96.1%
Passaic, NJ,101.9%
Pataskala, OH,
Patchogue, NY,111.8%
Paterson, NJ,102.7%
Patterson, CA,
Patterson, NY,68.9%
Paw Paw Lake, MI,97.7%
Pawcatuck, CT,126.6%
Pawleys Island, SC,
Pawling, NY,
Pawtucket, RI,97.5%
Paxton, MA,
Payson, AZ,
Payson, UT,103.1%
Peabody, MA,102.4%
Peachtree City, GA,97.4%
Peachtree Corners, GA,101.6%
Peapack & Gladstone, NJ,
Pearl Beach, MI,97.1%
Pearl City, HI,99.8%
Pearl River, NY,
Pearl, MS,
Pebble Creek, FL,
Pecan Plantation, TX,
Pecatonica, IL,100.0%
Pedley, CA,
Peekskill, NY,101.5%
Pekin, IL,
Pelham Manor, NY,85.4%
Pelham, NY,
Pelican Bay, FL,94.5%
Pelican Marsh, FL,97.1%
Pelican Rapids, MN,
Pell City, AL,
Pella, IA,
Pemberwick, CT,
Pembroke Park, FL,
Pembroke Pines, FL,94.6%
Pembroke, MA,100.0%
Pendleton, IN,
Pendleton, NY,
Pendleton, OR,
Penfield, NY,113.7%
Penhook, VA,
Penn Wynne, PA,101.1%
Penn Yan, NY,
Pennington, NJ,
Pennsauken, NJ,100.4%
Pennsbury Village, PA,
Pennsylvania,,98.3%
Pensacola, FL,100.0%
Peoria Heights, IL,
Peoria, AZ,98.5%
Peoria, IL,98.4%
Pepper Pike, OH,
Pepperell, MA,97.1%
Pequot Lakes, MN,96.3%
Perinton, NY,116.5%
Perkasie, PA,
Perris, CA,
Perry Hall, MD,101.2%
Perry Heights, OH,
