city,state,singel_family
Gleason, TN,95.7%
Gleed, WA,106.4%
Glen Allen, VA,99.9%
Glen Alpine, NC,101.4%
Glen Arbor, MI,
Glen Arm, MD,
Glen Aubrey, NY,
Glen Avon, CA,100.7%
Glen Burnie, MD,101.5%
Glen Carbon, IL,100.3%
Glen Cove, NY,105.1%
Glen Dale, WV,
Glen Echo Park, MO,
Glen Echo, MD,
Glen Ellen, CA,94.2%
Glen Ellyn, IL,101.0%
Glen Gardner, NJ,104.8%
Glen Haven, WI,
Glen Head, NY,
Glen Lyon, PA,100.1%
Glen Osborne, PA,104.5%
Glen Park, NY,102.1%
Glen Raven, NC,100.0%
Glen Ridge, NJ,121.6%
Glen Rock, NJ,107.7%
Glen Rock, PA,99.0%
Glen St. Mary, FL,
Glen Ullin, ND,
Glen Wilton, VA,
Glen, MS,
Glen, NY,96.2%
Glenaire, MO,
Glenarden, MD,100.0%
Glenbeulah, WI,
Glenbrook, NV,
Glenburn, ND,100.0%
Glenburn, PA,93.3%
Glencoe, AL,103.1%
Glencoe, FL,97.5%
Glencoe, IL,97.3%
Glencoe, KY,
Glencoe, LA,80.0%
Glencoe, MN,101.9%
Glencoe, OH,
Glencoe, OK,
Glendale Heights, IL,102.5%
Glendale, AZ,98.6%
Glendale, CA,101.3%
Glendale, CO,
Glendale, MO,101.6%
Glendale, OH,93.2%
Glendale, OR,94.4%
Glendale, SC,
Glendale, WI,105.3%
Glendon, PA,
Glendora, CA,101.2%
Glendora, NJ,102.0%
Gleneagle, CO,
Glenelg, MD,
Glenfield, PA,92.6%
Glenford, OH,100.2%
Glenmont, MD,99.0%
Glenmoor, OH,
Glenmoore, PA,
Glenmora, LA,
Glenn Dale, MD,99.8%
Glenn Heights, TX,98.7%
Glenn Springs, SC,
Glenn, GA,
Glenns Ferry, ID,
Glennville, CA,
Glenolden, PA,100.0%
Glenpool, OK,98.7%
Glens Falls North, NY,101.5%
Glens Falls, NY,98.3%
Glenshaw, PA,100.6%
Glenside, PA,111.9%
Glenvar Heights, FL,96.7%
Glenvar, VA,
Glenview Hills, KY,95.8%
Glenview Manor, KY,
Glenview, IL,100.2%
Glenview, KY,96.5%
Glenville, CT,100.1%
Glenville, MN,100.0%
Glenville, NC,
Glenville, NY,102.7%
Glenwillow, OH,
Glenwood City, WI,98.5%
Glenwood Landing, NY,95.7%
Glenwood Springs, CO,98.2%
Glenwood, IA,98.3%
Glenwood, IL,110.5%
Glenwood, MO,
Glenwood, NC,
Glenwood, NE,
Glidden, IA,91.5%
Glide, OR,
Globe, AZ,94.5%
Glocester, RI,100.4%
Gloria Glens Park, OH,
Glorieta, NM,
Gloster, LA,
Gloucester City, NJ,99.1%
Gloucester Courthouse, VA,98.2%
Gloucester Point, VA,97.4%
Gloucester, MA,101.2%
Gloucester, NC,
Glouster, OH,
Gloversville, NY,97.9%
Gloverville, SC,100.5%
Gluckstadt, MS,97.6%
Gnadenhutten, OH,100.1%
Goddard, KS,101.1%
Goddard, MD,100.5%
Godfrey, GA,101.9%
Godfrey, IL,99.5%
Godley, IL,
Godley, TX,96.6%
Goehner, NE,
Goffstown, NH,104.0%
Golconda, NV,
Gold Bar, WA,105.7%
Gold Beach, OR,96.7%
Gold Canyon, AZ,97.7%
Gold Hill, CO,100.0%
Gold Hill, NC,
Gold Hill, OR,97.5%
Gold Key Lake, PA,98.7%
Gold River, CA,96.7%
Golden Beach, FL,81.0%
Golden Beach, MD,100.4%
Golden Gate, FL,96.2%
Golden Glades, FL,96.5%
Golden Grove, SC,98.7%
Golden Hills, CA,100.6%
Golden Meadow, LA,
Golden Shores, AZ,
Golden Triangle, NJ,
Golden Valley, AZ,98.6%
Golden Valley, MN,99.9%
Golden Valley, NV,106.7%
Golden, CO,97.6%
Golden, IL,97.2%
Golden, NM,
Golden's Bridge, NY,
Goldenrod, FL,91.8%
Goldfield, CO,
Goldonna, LA,
Goldsboro, NC,99.9%
Goldsboro, PA,99.0%
Goldsby, OK,96.6%
Goldsmith, TX,
Goldston, NC,
Goldstream, AK,99.9%
Goleta, CA,99.4%
Golf Manor, OH,92.4%
Golf, FL,
Golf, IL,
Goliad, TX,94.5%
Golinda, TX,
Gomer, OH,99.9%
Gonzales, CA,100.0%
Gonzales, LA,98.8%
Gonzalez, FL,97.8%
Goochland, VA,100.8%
Good Hope, AL,99.7%
Good Hope, CA,96.7%
Good Hope, GA,100.0%
Good Hope, IL,95.7%
Good Hope, OH,
Goodfield, IL,
Goodhue, MN,
Goodings Grove, IL,98.7%
Goodland, FL,
Goodland, IN,103.1%
Goodlettsville, TN,98.6%
Goodlow, TX,
Goodman, WI,
Goodmanville, CA,
Goodrich, MI,93.5%
Goodview, MN,100.1%
Goodville, PA,
Goodwater, AL,
Goodwell, OK,
Goodyear, AZ,98.9%
Goose Creek Lake, MO,108.6%
Goose Creek, KY,
Goose Creek, SC,99.4%
Goose Lake, IA,
Gopher Flats, OR,
Gordo, AL,
Gordon Heights, NY,99.1%
Gordon, AL,
Gordon, PA,
Gordon, TX,
Gordonsville, TN,94.5%
Gordonville, MO,
Gordonville, PA,
Gore, OK,
Gore, VA,
Goreville, IL,100.7%
Gorham, IL,
Gorham, ME,102.6%
Gorham, NH,92.0%
Gorham, NY,
Gorman, NC,102.3%
Gorst, WA,
Goshen, AR,98.2%
Goshen, CA,100.3%
Goshen, IN,96.7%
Goshen, KY,100.0%
Goshen, MA,
Goshen, NJ,
Goshen, NY,99.0%
Goshen, OH,
Goshen, UT,
Gosnell, AR,96.6%
Gosnold, MA,
Gosport, IN,
Gotha, FL,93.8%
Gothenburg, NE,92.9%
Gough, GA,
Gouglersville, PA,
Gould, AR,
Goulding, FL,91.1%
Goulds, FL,98.0%
Gouldtown, NJ,100.0%
Gouverneur, NY,100.3%
Government Camp, OR,
Governors Club, NC,97.3%
Governors Village, NC,101.3%
Gowanda, NY,98.6%
Gower, MO,
Gowrie, IA,100.0%
Grabill, IN,97.9%
Graceham, MD,
Graceton, PA,
Grady, AR,
Graford, TX,
Grafton, IA,106.3%
Grafton, IL,98.5%
Grafton, MA,104.2%
Grafton, NY,99.1%
Grafton, OH,104.9%
Grafton, WI,100.1%
Grafton, WV,98.1%
Graham, MO,
Graham, NC,98.3%
Graham, WA,100.7%
Grahamtown, MD,106.4%
Grain Valley, MO,
Graingers, NC,
Grambling, LA,93.3%
Gramercy, LA,91.8%
Gramling, SC,
Grampian, PA,
Granada, MN,
Granbury, TX,96.9%
Granby, MA,94.5%
Granby, MO,94.8%
Granby, NY,100.1%
Grand Bay, AL,99.4%
Grand Beach, MI,98.6%
Grand Blanc, MI,99.1%
Grand Cane, LA,
Grand Coulee, WA,
Grand Detour, IL,
Grand Falls Plaza, MO,
Grand Haven, MI,98.1%
Grand Island, NE,98.0%
Grand Island, NY,105.7%
Grand Isle, LA,81.1%
Grand Junction, CO,98.5%
Grand Ledge, MI,99.9%
Grand Meadow, MN,
Grand Mound, IA,102.3%
Grand Mound, WA,98.6%
Grand Point, LA,
Grand Prairie, TX,98.6%
Grand Rapids, MI,101.1%
Grand Rapids, MN,97.6%
Grand Rapids, OH,100.2%
Grand Ridge, IL,
Grand River, OH,110.7%
Grand Rivers, KY,
Grand Ronde, OR,
Grand Terrace, CA,100.9%
Grand Tower, IL,58.3%
Grand View Estates, CO,
Grand View-on-Hudson, NY,111.8%
Grand View, ID,100.0%
Grandview Heights, OH,98.0%
Grandview Plaza, KS,
Grandview, IL,88.3%
Grandview, MO,
Grandview, OH,
Grandview, OK,95.2%
Grandview, TX,93.1%
Grandview, WA,91.4%
Grandville, MI,100.9%
Grandwood Park, IL,99.4%
Grandy, NC,98.5%
Grandyle Village, NY,106.5%
Granger, IA,100.8%
Granger, IN,99.0%
Granger, TX,96.0%
Granger, WA,102.7%
Grangerland, TX,
Grangeville, CA,98.6%
Granite Bay, CA,99.0%
Granite City, IL,98.8%
Granite Falls, NC,100.0%
Granite Falls, WA,99.6%
Granite Hills, CA,95.3%
Granite Quarry, NC,97.8%
Granite, UT,101.3%
Graniteville, SC,94.3%
Graniteville, VT,110.8%
Grant Park, IL,100.0%
Grant Town, WV,
Grant-Valkaria, FL,98.4%
Grant, AL,
Grant, MN,97.1%
Grantfork, IL,96.0%
Grantley, PA,95.5%
Grants Pass, OR,99.1%
Grants, NM,95.9%
Grantsboro, NC,101.3%
Grantsville, UT,100.6%
Grantville, GA,100.1%
Grantville, KS,
Grantwood Village, MO,
Granville South, OH,101.3%
Granville, IL,97.7%
Granville, MA,
Granville, ND,
Granville, NY,105.2%
Granville, OH,97.9%
Granville, PA,
Granville, WV,98.6%
Grape Creek, TX,
Grapeview, WA,100.5%
Grapeville, PA,
Grapevine, TX,99.3%
Grasonville, MD,96.8%
Grass Lake, MI,91.9%
Grass Valley, CA,99.4%
Grassflat, PA,
Graton, CA,
Gratton, VA,
Gratz, PA,100.0%
Gravette, AR,98.7%
Grawn, MI,99.1%
Gray Court, SC,99.2%
Gray Summit, MO,104.5%
Gray, GA,98.9%
Gray, LA,98.4%
Gray, ME,100.0%
Gray, TN,95.2%
Grayland, WA,98.7%
Graymoor-Devondale, KY,101.0%
Grays Prairie, TX,100.0%
Grayslake, IL,101.3%
Grayson Valley, AL,99.1%
Grayson, CA,
Grayson, GA,94.5%
Grayson, KY,91.1%
Grayson, OK,
Graysville, AL,
Graysville, TN,99.6%
Grazierville, PA,
Great Barrington, MA,102.9%
Great Bend, KS,
Great Bend, ND,
Great Bend, NY,
Great Cacapon, WV,91.1%
Great Falls Crossing, VA,102.9%
Great Falls, MT,
Great Falls, SC,102.3%
Great Falls, VA,98.0%
Great Meadows, NJ,118.3%
Great Neck Estates, NY,94.7%
Great Neck Gardens, NY,102.0%
Great Neck Plaza, NY,
Great Neck, NY,96.1%
Great Notch, NJ,104.8%
Great River, NY,92.8%
Great Valley, NY,
Greatwood, TX,98.4%
Greece, NY,116.8%
Greeley, CO,99.1%
Green Acres, CA,101.4%
Green Bay, WI,103.5%
Green Bluff, WA,
Green Camp, OH,100.0%
Green Cove Springs, FL,98.2%
Green Harbor-Cedar Crest, MA,99.8%
Green Harbor, MA,
Green Haven, MD,97.0%
Green Hill, TN,100.1%
Green Island, NY,
Green Knoll, NJ,109.8%
Green Lane, PA,
Green Level, NC,96.7%
Green Meadows, OH,99.0%
Green Meadows, OR,
Green Mountain Falls, CO,
Green Mountain, IA,
Green Oaks, IL,96.0%
Green Park, MO,107.3%
Green Ridge, MO,60.0%
Green River, WY,99.5%
Green Spring, KY,
Green Spring, WV,
Green Springs, OH,
Green Township, OH,100.0%
Green Tree, PA,98.8%
Green Valley, AZ,97.6%
Green Valley, CA,98.2%
Green Valley, IL,91.7%
Green Valley, MD,99.4%
Green Valley, SD,100.5%
Green Valley, WI,
Green Village, NJ,
Green, OH,100.1%
Green, OR,100.8%
Greenacres, CA,91.6%
Greenacres, FL,98.2%
Greenback, TN,
Greenbelt, MD,98.2%
Greenbriar, FL,96.5%
Greenbriar, VA,105.4%
Greenbrier, AR,98.1%
Greenbrier, TN,97.4%
Greenburgh, NY,105.2%
Greenbush, WI,
Greencastle, IN,97.1%
Greencastle, PA,94.9%
Greendale, IN,97.9%
Greendale, MO,
Greendale, WI,99.4%
Greene, ME,99.4%
Greene, RI,100.0%
Greeneville, TN,94.8%
Greenfield Town, MA,113.1%
Greenfield, CA,99.8%
Greenfield, IN,98.0%
Greenfield, MA,113.1%
Greenfield, MN,
Greenfield, NY,98.2%
Greenfield, TN,
Greenfield, WI,100.3%
Greenfields, PA,101.6%
Greenhills, OH,97.9%
Greenland, AR,100.0%
Greenlawn, NY,99.2%
Greenleaf, ID,
Greenleaf, WI,106.0%
Greenock, PA,98.4%
Greenport West, NY,92.7%
Greenport, NY,96.2%
Greens Farms, CT,
Greens Fork, IN,
Greens Landing, PA,100.0%
Greensboro, AL,
Greensboro, FL,87.6%
Greensboro, IN,
Greensboro, NC,98.1%
Greensburg, IN,97.0%
Greensburg, KY,93.6%
Greensburg, LA,
Greensburg, MD,
Greensburg, PA,96.7%
Greentop, MO,
Greentown, IN,97.5%
Greentown, OH,95.8%
Greentree, NJ,102.7%
Greenup, IL,96.2%
Greenup, KY,
Greenvale, NY,
Greenvale, TN,
Greenview, IL,95.5%
Greenville, DE,100.6%
Greenville, GA,93.6%
Greenville, IL,99.7%
Greenville, IN,96.3%
Greenville, KY,96.3%
Greenville, MI,97.4%
Greenville, MS,100.0%
Greenville, NC,97.3%
Greenville, NH,101.6%
Greenville, NY,100.2%
Greenville, OH,95.7%
Greenville, PA,86.9%
Greenville, RI,102.9%
Greenville, SC,98.6%
Greenville, TX,98.1%
Greenville, VA,100.0%
Greenwald, MN,
Greenwater, WA,
Greenwich, CT,100.9%
Greenwich, KS,
Greenwich, NJ,101.9%
Greenwich, NY,98.2%
Greenwich, OH,
Greenwood Lake, NY,101.4%
Greenwood Village, CO,99.2%
Greenwood, AR,95.5%
Greenwood, IL,
Greenwood, IN,97.7%
Greenwood, LA,98.0%
Greenwood, MN,
Greenwood, MO,
Greenwood, MS,82.8%
Greenwood, NE,
Greenwood, PA,81.8%
Greenwood, SC,97.8%
Greer, SC,98.9%
Gregory, OK,98.7%
Greigsville, NY,97.8%
Greilickville, MI,99.7%
Grenada, MS,100.0%
Grenelefe, FL,
Grenloch, NJ,105.5%
Grenora, ND,
Gresham Park, GA,95.5%
Gresham, OR,99.4%
Gresham, WI,100.0%
Gretna, FL,
Gretna, LA,94.0%
Gretna, NE,99.5%
Gretna, VA,100.7%
Grey Forest, TX,
Gridley, CA,
Gridley, IL,92.3%
Grier City, PA,92.2%
Griffin, GA,95.5%
Griffin, IN,
Griffith, IN,96.5%
Griffithville, AR,
Grifton, NC,
Griggstown, NJ,100.0%
Grill, PA,100.9%
Grimes, AL,100.0%
Grimes, IA,99.2%
Grimesland, NC,
Grindstone, PA,
Grissom AFB, IN,100.4%
Grizzly Flats, CA,102.4%
Groesbeck, OH,101.9%
Grosse Pointe Farms, MI,101.1%
Grosse Pointe Park, MI,95.9%
Grosse Pointe Woods, MI,97.4%
Grosse Pointe, MI,96.6%
Grosse Tete, LA,
Groton Long Point, CT,
Groton, CT,108.4%
Groton, MA,103.1%
Groton, NY,
Groton, SD,
Grottoes, VA,93.8%
Grove City, FL,90.3%
Grove City, OH,100.2%
Grove City, PA,96.7%
Groveland Station, NY,
Groveland, CA,93.8%
Groveland, FL,98.2%
Groveland, ID,
Groveland, MA,98.0%
Groveland, NY,
Groveport, OH,99.8%
Grover Beach, CA,100.0%
Grover, CO,
Grover, NC,100.0%
Grover, SC,
Groves, TX,105.9%
Groveton, NH,96.7%
Groveton, VA,
Grovetown, GA,98.6%
Groveville, NJ,103.9%
Grundy Center, IA,100.0%
Guadalupe, AZ,
Guadalupe, CA,99.5%
Guemes Island, WA,
Guerneville, CA,98.7%
Gueydan, LA,
Guffey, CO,
Guilderland, NY,101.7%
Guilford Center, CT,106.4%
Guilford Lake, OH,100.3%
Guilford, MO,79.7%
Guilford, PA,98.6%
Guinda, CA,
Gulf Breeze, FL,97.4%
Gulf Gate Estates, FL,94.6%
Gulf Gate, FL,95.4%
Gulf Hills, MS,98.5%
Gulf Park Estates, MS,98.1%
Gulf Shores, AL,97.3%
Gulf Stream, FL,97.3%
Gulf, NC,
Gulfcrest, AL,
Gulfport, FL,94.0%
Gulfport, MS,96.6%
Gum Springs, AR,
Gun Barrel City, TX,96.3%
Gun Club Estates, FL,97.8%
Gunbarrel, CO,96.5%
Gunter, TX,99.3%
Guntersville, AL,96.0%
Guntown, MS,
Gurdon, AR,78.6%
Gurley, AL,
Gurnee, IL,100.7%
Gustine, CA,100.6%
Guthrie Center, IA,101.2%
Guthrie, OK,97.3%
Guttenberg, NJ,
Guy, AR,
Guymon, OK,94.1%
Guyton, GA,99.9%
Gwinn, MI,117.9%
Gwynn Oak, MD,
Gwynn, VA,173.4%
Gypsum, CO,99.9%
Gypsum, KS,
Hachita, NM,
Hacienda Heights, CA,101.3%
Hackberry, LA,
Hackberry, TX,86.7%
Hackensack, MN,100.2%
Hackensack, NJ,101.5%
Hackett, AR,
Hackettstown, NJ,103.8%
Hackneyville, AL,
Hadar, NE,
Haddon Heights, NJ,100.2%
Haddonfield, NJ,99.1%
Hadley, MA,103.0%
Hadley, NY,103.0%
Haena, HI,
Hagaman, NY,
Hager City, WI,100.0%
Hagerman, NM,
Hagerstown, IN,98.2%
Hagerstown, MD,99.2%
Hague, NY,96.4%
Hahira, GA,101.1%
Hahnville, LA,65.0%
Haigler Creek, AZ,
Haiku-Pauwela, HI,101.3%
Hailesboro, NY,
Hailey, ID,
Haileyville, OK,
Haines City, FL,99.0%
Hainesburg, NJ,
Hainesville, IL,103.7%
Halaula, HI,100.0%
Halawa, HI,97.4%
Halbur, IA,100.0%
Hale Center, TX,
Haledon, NJ,104.9%
Haleiwa, HI,93.8%
Hales Corners, WI,98.2%
Halesite, NY,100.0%
Halethorpe, MD,97.1%
Half Moon Bay, CA,97.7%
Half Moon, NC,98.3%
Halfmoon, NY,102.4%
Halfway House, PA,102.2%
Halfway, MD,104.1%
Halifax, MA,99.8%
Halifax, NC,
Halifax, PA,
Haliimaile, HI,100.0%
Hall, NY,
Hallam, NE,
Hallam, PA,105.5%
Hallandale Beach, FL,92.9%
Hallowell, ME,113.4%
Halls, TN,98.4%
Hallsburg, TX,
Hallsville, MO,
Hallsville, TX,
Halsey, OR,99.4%
Halstead, KS,97.3%
Haltom City, TX,97.7%
Ham Lake, MN,100.0%
Hamburg, IL,
Hamburg, MN,
Hamburg, NJ,103.5%
Hamburg, NY,109.8%
Hamburg, OH,
Hamburg, PA,106.8%
Hamel, IL,100.0%
Hamersville, OH,
Hamilton Square, NJ,103.6%
Hamilton, IL,94.9%
Hamilton, IN,103.2%
Hamilton, MA,100.6%
Hamilton, MO,
Hamilton, NY,95.9%
Hamilton, OH,98.6%
Hamilton, VA,
Hamilton, WA,
Hamlet, NC,92.6%
Hamlin, NY,108.1%
Hamlin, TX,
Hamlin, WV,
Hammett, ID,97.8%
Hammond, IL,
Hammond, IN,95.5%
Hammond, LA,95.3%
Hammond, MN,
Hammond, WI,101.5%
Hammondsport, NY,
Hammondville, AL,100.0%
Hammonton, NJ,99.9%
Hamorton, PA,100.0%
Hampden, MA,
Hampden, ME,98.3%
Hampshire, IL,100.3%
Hampstead, MD,105.9%
Hampstead, NC,98.1%
Hampton Bays, NY,97.0%
Hampton Beach, NH,96.3%
Hampton Manor, NY,99.3%
Hampton, AR,103.1%
Hampton, GA,99.1%
Hampton, IL,
Hampton, MD,102.3%
Hampton, MN,
Hampton, NH,102.1%
Hampton, NJ,
Hampton, NY,
Hampton, PA,97.5%
Hampton, TN,101.9%
Hampton, VA,99.2%
Hamptonburgh, NY,97.1%
Hamshire, TX,
Hamtramck, MI,98.3%
Hana, HI,95.0%
Hanahan, SC,99.1%
Hanalei, HI,92.5%
Hanamaulu, HI,
Hanapepe, HI,
Hanceville, AL,93.7%
Hancock, IA,98.7%
Hancock, MA,
Hancock, MD,100.7%
Hancock, MI,90.9%
Hancock, NH,
Hancocks Bridge, NJ,
Hanford, CA,100.1%
Hanging Rock, OH,
Hankinson, ND,65.5%
Hanley Hills, MO,100.0%
Hanlontown, IA,
Hanna City, IL,103.7%
Hanna, IN,
Hannahs Mill, GA,91.4%
Hannasville, PA,
Hannawa Falls, NY,100.3%
Hannibal, MO,98.2%
Hannibal, NY,
Hanover Park, IL,102.5%
Hanover, AL,
Hanover, IN,96.2%
Hanover, MA,100.5%
Hanover, MD,100.0%
Hanover, MI,
Hanover, MN,100.2%
Hanover, NH,96.7%
Hanover, NY,
Hanover, OH,99.2%
Hanover, PA,98.0%
Hanover, VA,
Hanover, WI,
Hanoverton, OH,96.2%
Hansen, ID,
Hansford, WV,
Hanska, MN,94.4%
Hanson, KY,
Hanson, MA,103.1%
Hansville, WA,93.4%
Hapeville, GA,90.8%
Happy Valley, CA,95.2%
Happy Valley, NM,
Happy Valley, OR,97.9%
Harahan, LA,96.4%
Haralson, GA,
Harbison Canyon, CA,100.5%
Harbor Bluffs, FL,93.2%
Harbor Hills, NY,
Harbor Hills, OH,96.5%
Harbor Island, SC,
Harbor Isle, NY,
Harbor View, OH,
Harbor, OR,95.1%
Harbour Heights, FL,98.9%
Harcourt, IA,
Hardeeville, SC,101.0%
Hardesty, OK,
Hardin, IL,93.2%
Hardin, MO,
Hardin, TX,93.2%
Harding-Birch Lakes, AK,
Harding, IL,
Hardinsburg, IN,
Hardwick, GA,98.4%
Hardwick, MA,105.6%
Hardwood Acres, MI,101.4%
Hardy, AR,88.2%
Hardy, MT,
Hargill, TX,
Haring, MI,
Harker Heights, TX,97.9%
Harkers Island, NC,
Harlan, IN,75.0%
Harleigh, PA,99.5%
Harlem Heights, FL,
Harlem, FL,
Harlem, GA,101.0%
Harleysville, PA,92.9%
Harleyville, SC,
Harlingen, TX,98.2%
Harmon, ND,
Harmonsburg, PA,
Harmony, IN,
Harmony, MN,
Harmony, NC,
Harmony, NJ,
Harmony, NY,
Harmony, PA,104.0%
Harmony, RI,112.3%
Harold, FL,
Harper Woods, MI,100.8%
Harper, TX,
Harpers Ferry, WV,97.6%
Harpersville, AL,99.6%
Harrah, OK,98.3%
Harrietstown, NY,98.3%
Harrietta, MI,
Harriman, NY,
Harriman, TN,98.5%
Harrington Park, NJ,111.1%
Harrington, DE,96.9%
Harris Hill, NY,98.8%
Harris, MN,
Harrisburg, AR,99.5%
Harrisburg, MO,
Harrisburg, NC,99.0%
Harrisburg, NE,
Harrisburg, OH,100.9%
Harrisburg, OR,98.8%
Harrisburg, PA,102.7%
Harrisburg, SD,99.5%
Harrison City, PA,
Harrison, AR,97.8%
Harrison, ID,93.1%
Harrison, IL,
Harrison, NJ,96.6%
Harrison, NY,101.3%
Harrison, OH,99.3%
Harrisonburg, VA,98.5%
Harrisonville, MO,
Harrisonville, NJ,81.3%
Harriston, VA,
Harristown, IL,100.6%
Harrisville, PA,
Harrisville, RI,93.2%
Harrisville, UT,100.2%
Harrod, OH,103.8%
Harrodsburg, IN,100.0%
Hartford (Croton), OH,
Hartford City, WV,
Hartford Village, VT,
Hartford, AL,99.1%
Hartford, AR,
Hartford, CT,102.7%
Hartford, IA,
Hartford, IL,78.7%
Hartford, KS,
Hartford, NY,120.0%
Hartford, SD,101.8%
Hartford, WI,100.2%
Hartland, CA,
Hartland, MI,
Hartland, MN,99.4%
Hartland, NY,100.3%
Hartland, VT,
Hartland, WI,101.4%
Hartleton, PA,84.1%
Hartley, CA,
Hartly, DE,
Hartrandt, WY,
Harts, WV,
Hartsburg, IL,
Hartsdale, NY,
Hartsel, CO,
Hartselle, AL,98.1%
Hartshorne, OK,92.1%
Hartstown, PA,
Hartsville / Trousdale County, TN,98.5%
Hartsville, IN,
Hartsville, NY,
Hartsville, SC,97.5%
Hartville, OH,101.0%
Hartwick Seminary, NY,88.4%
Hartwick, NY,
Harvard, IL,100.9%
Harvard, MA,98.8%
Harvest, AL,98.5%
Harvey Cedars, NJ,95.7%
Harvey, IA,
Harvey, IL,97.6%
Harvey, LA,93.3%
Harvey, MI,104.5%
Harveys Lake, PA,86.0%
Harveysburg, OH,
Harveyville, KS,
Harviell, MO,
Harwich Center, MA,103.9%
Harwich Port, MA,103.5%
Harwich, MA,101.4%
Harwick, PA,96.6%
Harwood Heights, IL,96.8%
Hasbrouck Heights, NJ,108.0%
Haskell, AR,99.4%
Haskell, OK,101.9%
Haskins, OH,
Haslet, TX,96.0%
Haslett, MI,100.6%
Hasley Canyon, CA,97.9%
Hasson Heights, PA,
Hastings-on-Hudson, NY,98.4%
Hastings, FL,97.1%
Hastings, IA,
Hastings, MN,99.5%
Hastings, NE,98.1%
Hastings, NY,102.0%
Hastings, PA,
Hat Creek, CA,
Hat Island, WA,
Hatboro, PA,106.8%
Hatch, NM,
Hatfield, MA,100.0%
Hatfield, PA,
Hatley, WI,
Hatteras, NC,100.0%
Hatton, AL,
Hatton, WA,95.7%
Haughton, LA,99.4%
Hauppauge, NY,103.2%
Hauser, ID,98.8%
Hauula, HI,81.8%
Havana, AR,
Havana, FL,104.4%
Havana, TX,
Havelock, NC,98.3%
Haven, KS,
Haverford College, PA,
Haverhill, FL,
Haverhill, IA,
Haverhill, MA,103.5%
Haverstraw, NY,99.3%
Haviland, NY,100.6%
Havre de Grace, MD,100.3%
Haw River, NC,97.4%
Hawaii,,98.0%
Hawaiian Acres, HI,99.7%
Hawaiian Beaches, HI,92.5%
Hawaiian Gardens, CA,101.9%
Hawaiian Ocean View, HI,98.3%
Hawaiian Paradise Park, HI,98.8%
Hawesville, KY,
Hawi, HI,
Hawk Cove, TX,
Hawk Point, MO,
Hawk Run, PA,
Hawley, MA,
Hawley, TX,
Haworth, NJ,104.6%
Hawthorn Woods, IL,98.9%
Hawthorne, CA,101.7%
Hawthorne, FL,90.4%
Hawthorne, NJ,108.0%
Hawthorne, NY,107.6%
Hayden Lake, ID,100.0%
Hayden, AL,
Hayden, AZ,94.9%
Hayden, CO,97.8%
Hayden, ID,99.9%
Hayden, IN,
Hayes, LA,
Hayesville, OH,
Hayesville, OR,100.2%
Hayfield, MN,100.0%
Hayfield, VA,
Haymarket, VA,97.7%
Hays, KS,
Hays, NC,97.4%
Hays, TX,
Haysville, KS,100.1%
Haysville, PA,
Hayti, PA,101.1%
Hayti, SD,100.0%
Hayward, CA,102.7%
Hayward, MN,
Haywood, OK,93.6%
Hazardville, CT,103.1%
Hazel Crest, IL,98.9%
Hazel Dell, WA,99.7%
Hazel Green, AL,99.8%
Hazel Green, WI,97.5%
Hazel Park, MI,99.7%
Hazelton, ID,
Hazelwood, MO,105.1%
Hazen, PA,100.0%
Hazlehurst, MS,
Hazleton, PA,97.9%
Head of the Harbor, NY,94.3%
Headland, AL,92.1%
Healdsburg, CA,100.0%
Healdton, OK,100.0%
Hearne, TX,
Heartland, TX,98.1%
Heartwell, NE,
Heath Springs, SC,
Heath, MA,
Heath, OH,100.8%
Heath, TX,96.9%
Heathcote, NJ,106.9%
Heathrow, FL,97.7%
Heber-Overgaard, AZ,95.3%
Heber, CA,
Heber, UT,98.8%
Hebgen Lake Estates, MT,
Hebron Estates, KY,91.2%
Hebron, IL,96.9%
Hebron, IN,100.0%
Hebron, KY,99.9%
Hebron, ND,76.7%
Hebron, NY,
Hebron, OH,97.5%
Hebron, PA,
Hebron, TX,
Hebron, WI,
Heceta Beach, OR,97.5%
Hecker, IL,
Hecla, SD,81.4%
Hector, AR,
Hedgesville, WV,
Hedwig Village, TX,
Heeia, HI,
Heeney, CO,
Heflin, LA,
Hegins, PA,
Heidelberg, PA,96.4%
Heidelberg, TX,92.9%
Heidlersburg, PA,
Heilwood, PA,
Heislerville, NJ,
Helena Flats, MT,
Helena Valley Northeast, MT,
Helena Valley Northwest, MT,
Helena Valley Southeast, MT,
Helena Valley West Central, MT,
Helena West Side, MT,
Helena-West Helena, AR,100.0%
Helena, AL,97.8%
Helena, MS,
Helena, MT,
Helena, OH,
Helena, SC,
Helendale, CA,100.0%
Helenville, WI,
Hellertown, PA,107.4%
Helmetta, NJ,107.5%
Helotes, TX,98.2%
Helper, UT,106.3%
Hemby Bridge, NC,99.0%
Hemet, CA,100.3%
Hemlock Farms, PA,99.0%
Hemlock, MI,99.7%
Hemlock, NY,
Hempstead, NY,103.6%
Hempstead, TX,90.7%
Henagar, AL,100.0%
Henderson Point, MS,
Henderson, AR,100.0%
Henderson, GA,98.6%
Henderson, IA,
Henderson, IL,
Henderson, KY,96.6%
Henderson, LA,
Henderson, MI,
Henderson, NC,100.7%
Henderson, NV,98.4%
Henderson, NY,
Henderson, TN,92.1%
Henderson, TX,
Hendersonville, NC,98.7%
Hendersonville, PA,
