city,state,townhouse
Midwest City, OK,99.5%
Milaca, MN,
Milan, IL,
Milford Mill, MD,96.4%
Milford Square, PA,
Milford, IA,98.9%
Milford, MA,101.7%
Milford, NE,
Milford, NH,
Milford, OH,100.0%
Milford, PA,
Mill Creek East, WA,100.0%
Mill Creek, WA,96.7%
Mill Plain, WA,
Mill Valley, CA,
Millbrook, AL,
Millbury, MA,
Millcreek, UT,98.1%
Milledgeville, GA,
Millersburg, PA,
Millersville, MD,100.9%
Millersville, PA,100.0%
Millersville, TN,
Milliken, CO,100.0%
Millington, TN,
Millis-Clicquot, MA,
Millis, MA,98.3%
Mills River, NC,
Millville, MA,93.4%
Millville, NJ,102.5%
Millville, PA,
Millville, UT,
Milpitas, CA,104.7%
Milroy, PA,
Milton-Freewater, OR,
Milton, GA,98.9%
Milton, MA,100.0%
Milton, PA,
Milton, VT,
Milton, WA,100.0%
Milton, WI,
Miltona, MN,
Milwaukee, WI,
Milwaukie, OR,100.2%
Mims, FL,
Minden, LA,95.7%
Minden, NV,97.3%
Mineral Wells, TX,
Minersville, PA,93.2%
Minneapolis, MN,99.8%
Minnehaha, WA,
Minneola, FL,
Minnesota,,99.2%
Minnesott Beach, NC,
Minnetonka, MN,97.4%
Minnetrista, MN,99.1%
Minonk, IL,
Minooka, IL,100.9%
Minot, ND,99.2%
Mint Hill, NC,100.5%
Minturn, CO,
Miramar Beach, FL,94.1%
Miramar, FL,98.0%
Mirrormont, WA,
Mishawaka, IN,
Mission Viejo, CA,97.7%
Mission, KS,
Mission, TX,97.4%
Mississippi,,96.2%
Missoula, MT,
Missouri,,93.7%
Missouri City, TX,
Missouri Valley, IA,98.9%
Mitchellville, MD,104.2%
Mobile, AL,
Mocksville, NC,
Modena, PA,
Modesto, CA,111.6%
Mohnton, PA,102.6%
Mohrsville, PA,
Mokena, IL,97.1%
Molalla, OR,
Moline, IL,
Momence, IL,
Moncks Corner, SC,97.8%
Monee, IL,97.0%
Monessen, PA,
Moneta, VA,100.0%
Monmouth Junction, NJ,
Monmouth, OR,
Monroe Manor, NJ,
Monroe, GA,99.7%
Monroe, NC,99.1%
Monroe, WA,100.8%
Monroeville, PA,94.0%
Monrovia, CA,
Monrovia, MD,
Monsey, NY,
Monson, MA,101.6%
Mont Alto, PA,102.6%
Mont Belvieu, TX,
Mont Clare, PA,
Montana,,
Montclair, CA,
Montclair, NJ,
Montclair, VA,100.3%
Montebello, CA,99.2%
Montecito, CA,
Monterey Park, CA,
Monterey, CA,99.8%
Montevallo, AL,
Montezuma, CO,102.1%
Montgomery Village, MD,103.8%
Montgomery, AL,104.2%
Montgomery, IL,100.7%
Montgomery, MN,
Montgomery, OH,
Montgomery, TX,
Montgomeryville, PA,102.1%
Monticello, IL,
Monticello, MN,98.4%
Montpelier, VT,
Montrose Manor, PA,
Montrose, CO,100.0%
Montrose, MN,100.2%
Montrose, VA,100.0%
Montvale, NJ,
Montville, NJ,
Monument Beach, MA,98.3%
Monument, CO,
Moody, AL,
Moody, TX,
Moore, OK,
Moorefield Station, VA,99.9%
Moorefield, VA,99.9%
Moorestown-Lenola, NJ,95.5%
Mooresville, NC,98.4%
Moorpark, CA,97.6%
Moose Wilson Road, WY,
Moosic, PA,100.0%
Moraga, CA,94.5%
Morehead City, NC,91.2%
Moreno Valley, CA,98.1%
Morgan Heights, CO,
Morgan Hill, CA,107.9%
Morgan Hill, PA,99.8%
Morgan, UT,
Morganton, NC,
Morgantown, PA,101.4%
Morgantown, WV,
Morris Plains, NJ,
Morris, AL,
Morris, IL,98.5%
Morrison, CO,
Morrison, IL,
Morristown, MN,
Morristown, NJ,
Morristown, TN,
Morrisville, NC,99.5%
Morrisville, PA,
Morrow, GA,
Morton Grove, IL,97.4%
Morton, IL,
Morton, PA,
Moscow, ID,
Moultrie, GA,
Mound, MN,91.6%
Mounds View, MN,
Mount Airy, MD,101.2%
Mount Airy, NC,
Mount Angel, OR,
Mount Carmel, OH,
Mount Carmel, PA,92.6%
Mount Dora, FL,63.4%
Mount Gretna, PA,
Mount Holly Springs, PA,
Mount Holly, NC,100.0%
Mount Hood Village, OR,
Mount Hood Villages, OR,
Mount Horeb, WI,
Mount Joy, PA,103.7%
Mount Juliet, TN,100.0%
Mount Oliver, PA,
Mount Penn, PA,104.1%
Mount Pleasant, NY,97.1%
Mount Pleasant, SC,99.1%
Mount Pleasant, TX,
Mount Pleasant, WI,
Mount Prospect, IL,99.6%
Mount Rainier, MD,
Mount Royal, NJ,
Mount Sinai, NY,
Mount Sterling, KY,
Mount Vernon, NY,
Mount Vernon, VA,
Mount Vernon, WA,96.9%
Mount Vista, WA,99.4%
Mount Wolf, PA,102.3%
Mount Zion, IL,
Mountain Brook, AL,98.8%
Mountain Green, UT,
Mountain Home, AR,
Mountain Home, ID,100.0%
Mountain House, CA,
Mountain Top, PA,100.0%
Mountain View, CA,102.9%
Mountain View, CO,
Mountlake Terrace, WA,98.9%
Mountville, PA,90.4%
Moville, IA,100.0%
Moyock, NC,102.5%
Muir, PA,
Mukilteo, WA,100.0%
Mulberry, OH,
Mullica Hill, NJ,
Mundelein, IL,100.5%
Munds Park, AZ,96.0%
Munford, TN,
Munhall, PA,
Municipality of Murrysville, PA,
Munster, IN,
Murfreesboro, TN,98.6%
Murphy, TX,
Murphysboro, IL,100.0%
Murray, UT,100.6%
Murraysville, NC,98.4%
Murrells Inlet, SC,98.2%
Murrieta, CA,101.0%
Muskogee, OK,
Myers Corner, NY,
Myerstown, PA,96.9%
Myersville, MD,
Myrtle Beach, SC,100.5%
Myrtle Grove, FL,
Myrtle Grove, NC,100.0%
Mystic Island, NJ,
Nacogdoches, TX,
Nags Head, NC,
Nahant, MA,
Nampa, ID,99.6%
Nanuet, NY,
Napa, CA,
Naperville, IL,98.5%
Napili-Honokowai, HI,
Naples, FL,89.9%
Naranja, FL,97.7%
Narberth, PA,101.0%
Nashua, NH,100.0%
Nashville-Davidson, TN,97.7%
Nashville, TN,97.7%
Nassau Bay, TX,97.5%
Natalbany, LA,
Natchitoches, LA,
Natick, MA,99.6%
National City, CA,104.0%
National Harbor, MD,95.5%
Navarre Beach, FL,94.7%
Navarre, FL,98.1%
Navassa, NC,
Navy, VA,102.4%
Nazareth, PA,95.0%
Neabsco, VA,99.3%
Nebraska,,99.3%
Needham, MA,
Neenah, WI,
Nellysford, VA,
Neosho, MO,
Nephi, UT,100.3%
Neptune Beach, FL,101.7%
Neptune City, NJ,
Nesconset, NY,
Nesquehoning, PA,
Nether Providence Township, PA,99.0%
Neuse Forest, NC,100.0%
Nevada,,98.5%
Nevada City, CA,
Nevada, IA,
New Bedford, MA,
New Berlin, IL,
New Berlinville, PA,
New Bern, NC,100.0%
New Braunfels, TX,96.5%
New Brighton, MN,101.2%
New Britain, PA,103.2%
New Brunswick, NJ,
New Castle, CO,
New Castle, DE,99.2%
New Cumberland, PA,101.4%
New Egypt, NJ,
New Freedom, PA,100.0%
New Glarus, WI,
New Hampshire,,103.8%
New Holland, PA,100.0%
New Holstein, WI,
New Hope, MN,
New Hope, PA,100.5%
New Jersey,,101.0%
New Kensington, PA,
New Kent, VA,
New Kingstown, PA,
New Lenox, IL,98.3%
New London, MN,
New Market, MD,104.3%
New Market, PA,
New Mexico,,97.8%
New Milford, NJ,
New Orleans, LA,
New Oxford, PA,
New Philadelphia, OH,
New Philadelphia, PA,
New Port Richey, FL,
New Prague, MN,99.2%
New Richmond, WI,98.7%
New Ringgold, PA,96.2%
New Rochelle, NY,
New Scotland, NY,
New Seabury, MA,95.9%
New Smyrna Beach, FL,98.5%
New Tripoli, PA,107.7%
New Windsor, MD,91.8%
New York,,100.9%
New York Mills, MN,
New York, NY,98.0%
Newark, CA,104.4%
Newark, DE,111.1%
Newark, NJ,101.5%
Newberg, OR,
Newberry, FL,
Newburg, PA,
Newburgh, NY,
Newbury, MA,99.0%
Newburyport, MA,98.3%
Newcastle, WA,97.1%
Newington Forest, VA,
Newington, VA,101.3%
Newmanstown, PA,
Newmarket, NH,
Newnan, GA,98.5%
Newport Beach, CA,95.0%
Newport Coast, CA,
Newport News, VA,99.4%
Newport, DE,
Newport, KY,
Newport, MN,
Newport, NC,100.0%
Newport, OR,
Newport, PA,
Newton, KS,98.8%
Newton, MA,101.0%
Newton, NC,100.0%
Newtown Grant, PA,102.0%
Newtown, CT,
Newtown, OH,
Newtown, PA,96.3%
Newville, PA,78.1%
Niagara Falls, NY,
Niagara, NY,
Nibley, UT,98.1%
Niceville, FL,97.1%
Nicholasville, KY,101.2%
Niles, IL,99.9%
Ninety Six, SC,
Nipomo, CA,
Niskayuna, NY,102.9%
Nisswa, MN,100.2%
Nitro, WV,
Niwot, CO,
Noblesville, IN,
Nocatee, FL,96.4%
Nogales, AZ,
Nokomis, FL,
Nolensville, TN,96.7%
Norcross, GA,95.6%
Norfolk, MA,100.0%
Norfolk, NE,
Norfolk, VA,97.9%
Normal, IL,98.9%
Norman, OK,94.0%
Normandy Park, WA,96.5%
Norridge, IL,
Norristown, PA,99.1%
North Amherst, MA,
North Amityville, NY,106.3%
North Andover, MA,98.3%
North Arlington, NJ,
North Atlanta, GA,98.7%
North Attleborough Town, MA,102.9%
North Attleborough, MA,102.9%
North Auburn, CA,
North Augusta, SC,98.2%
North Aurora, IL,100.5%
North Babylon, NY,
North Barrington, IL,
North Bay Village, FL,
North Beach Haven, NJ,97.5%
North Beach, MD,
North Bend, OR,
North Bend, WA,
North Bergen, NJ,
North Bethesda, MD,101.1%
North Boston, NY,
North Branch, MN,97.8%
North Caldwell, NJ,95.2%
North Carolina,,99.0%
North Catasauqua, PA,
North Charleston, SC,98.8%
North Chelmsford, MA,98.6%
North Chicago, IL,106.4%
North Creek, NY,
North Creek, WA,100.0%
North Dakota,,99.3%
North Decatur, GA,96.7%
North DeLand, FL,90.0%
North Druid Hills, GA,98.1%
North East, MD,100.0%
North Eastham, MA,
North Fair Oaks, CA,
North Falmouth, MA,
North Fort Myers, FL,
North Gate, CA,95.5%
North Greenbush, NY,106.5%
North Haledon, NJ,102.5%
North Highlands, CA,
North Hills, NY,103.3%
North Hudson, WI,
North Kansas City, MO,
North Kensington, MD,
North Lakeport, CA,
North Lakeville, MA,101.0%
North Las Vegas, NV,99.9%
North Lauderdale, FL,100.8%
North Laurel, MD,100.7%
North Liberty, IA,100.0%
North Little Rock, AR,
North Logan, UT,93.5%
North Lynnwood, WA,99.9%
North Miami Beach, FL,
North Miami, FL,
North Myrtle Beach, SC,100.1%
North Oaks, MN,98.3%
North Ogden, UT,99.7%
North Olmsted, OH,
North Palm Beach, FL,93.8%
North Pembroke, MA,95.8%
North Plains, OR,
North Plymouth, MA,99.6%
North Port, FL,98.7%
North Potomac, MD,100.5%
North Providence, RI,
North Puyallup, WA,
North Reading, MA,
North Redington Beach, FL,
North Richland Hills, TX,98.4%
North Ridgeville, OH,
North River Shores, FL,
North Riverside, IL,96.8%
North Royalton, OH,
North Salt Lake, UT,99.0%
North Santee, SC,
North Scituate, MA,
North Shore, VA,100.0%
North Sioux City, SD,
North St. Paul, MN,99.7%
North Star, DE,
North Syracuse, NY,
North Topsail Beach, NC,97.4%
North Tustin, CA,
North Utica, IL,
North Wales, PA,95.7%
North Wildwood, NJ,100.6%
North Woodstock, NH,
North York, PA,100.0%
Northampton, MA,100.3%
Northampton, NY,
Northampton, PA,98.8%
Northborough, MA,104.3%
Northbridge, MA,100.0%
Northbrook, IL,98.0%
Northbrook, OH,99.4%
Northchase, NC,
Northdale, FL,97.7%
Northfield, IL,
Northfield, MN,100.2%
Northglenn, CO,99.6%
Northlake, SC,98.0%
Northlake, TX,98.8%
Northport, AL,97.8%
Northport, NY,
Northvale, NJ,
Northwest Harwich, MA,
Norton Center, MA,108.9%
Norton, MA,105.0%
Norton, OH,
Nortonville, KS,
Norwalk, CA,98.8%
Norwalk, IA,
Norwell, MA,102.4%
Norwich, VT,
Norwood Young America, MN,97.5%
Norwood, MA,100.7%
Norwood, NJ,107.2%
Norwood, PA,102.9%
Nottingham, MD,
Novato, CA,100.0%
Nutley, NJ,
Nyack, NY,
Oak Brook, IL,
Oak Creek Canyon, AZ,
Oak Creek, CO,99.4%
Oak Creek, WI,100.0%
Oak Forest, IL,98.2%
Oak Grove, MN,
Oak Grove, MO,
Oak Grove, OR,100.0%
Oak Grove, TN,
Oak Grove, VA,99.8%
Oak Harbor, WA,96.2%
Oak Hill, ME,
Oak Hill, VA,
Oak Hills Place, LA,95.8%
Oak Hills, OR,
Oak Island, NC,
Oak Lawn, IL,103.3%
Oak Park Heights, MN,98.1%
Oak Park, CA,99.1%
Oak Park, IL,102.1%
Oak Ridge, NC,100.0%
Oak Ridge, TN,97.5%
Oak Valley, NJ,
Oakbrook Terrace, IL,
Oakbrook, KY,100.0%
Oakdale, MN,98.5%
Oakdale, PA,
Oakhurst, CA,
Oakland Park, FL,99.6%
Oakland, CA,133.1%
Oakland, FL,98.9%
Oakland, NJ,
Oakland, OR,
Oakleaf Plantation, FL,98.8%
Oaklyn, NJ,102.0%
Oakmont, PA,95.9%
Oakton, VA,100.5%
Oakwood, GA,99.7%
Oberlin, PA,
Ocala, FL,97.9%
Occoquan, VA,100.0%
Ocean Acres, NJ,
Ocean Bluff-Brant Rock, MA,
Ocean City, FL,99.1%
Ocean City, NJ,103.0%
Ocean Isle Beach, NC,
Ocean Ridge, FL,
Ocean Shores, WA,
Ocean Springs, MS,
Oceano, CA,99.0%
Oceanport, NJ,
Oceanside, CA,99.5%
Oceanside, NY,
Ocoee, FL,98.2%
Odenton, MD,99.5%
Odessa, FL,
Odessa, TX,
Ogden, NC,100.5%
Ogden, NY,
Ogden, UT,101.4%
Oglesby, IL,
Ohio,,99.4%
Ohioville, PA,
Ojai, CA,
Ojus, FL,
Okeechobee, FL,
Okemos, MI,
Oklahoma,,98.2%
Oklahoma City, OK,98.4%
Okoboji, IA,95.0%
Olathe, KS,
Olcott, NY,
Old Bridge, NJ,
Old Fort, NC,
Old Jefferson, LA,100.0%
Old Tappan, NJ,97.4%
Oldsmar, FL,94.7%
Olive Branch, MS,99.0%
Olmos Park, TX,
Olmsted Falls, OH,
Olney, MD,102.7%
Olympia Fields, IL,101.7%
Olympia, WA,100.0%
Omaha, NE,98.9%
On Top of the World, FL,96.6%
Onalaska, WI,
Onamia, MN,
One Loudoun, VA,
Oneonta, AL,
Oneonta, NY,
Onion Creek, TX,
Onondaga, NY,
Ontario, CA,101.0%
Ontario, OR,
Opa-locka, FL,
Opelika, AL,99.8%
Orange Beach, AL,
Orange City, FL,
Orange Park, FL,92.0%
Orange, CA,99.2%
Orange, OH,
Orangeburg, SC,
Orangetown, NY,
Orangetree, FL,96.7%
Orangevale, CA,
Orchard Mesa, CO,
Orchards, WA,99.6%
Orcutt, CA,
Oregon,,99.3%
Oregon City, OR,99.2%
Oregon, WI,
Oreland, PA,86.0%
Orem, UT,96.9%
Oriental, NC,
Orinda, CA,
Oriole Beach, FL,
Orland Hills, IL,
Orland Park, IL,98.0%
Orlando, FL,97.8%
Orleans, IA,
Orleans, MA,103.9%
Orlovista, FL,
Ormond Beach, FL,92.7%
Ormond-by-the-Sea, FL,97.2%
Oro Valley, AZ,100.0%
Orono, MN,
Oronogo, MO,
Orwigsburg, PA,
Osakis, MN,101.5%
Oshkosh, WI,
Osseo, MN,99.9%
Oswego, IL,99.0%
Oswego, NY,
Otsego, MN,99.2%
Ottawa, IL,98.2%
Ouray, CO,
Overland Park, KS,
Overlea, MD,100.0%
Oviedo, FL,98.1%
Owasso, OK,100.0%
Owatonna, MN,99.8%
Owens Cross Roads, AL,95.3%
Owensboro, KY,90.0%
Owings Mills, MD,99.4%
Oxford, AL,
Oxford, MA,
Oxford, MD,
Oxford, MS,
Oxford, NC,
Oxford, OH,
Oxford, PA,96.6%
Oxnard, CA,100.6%
Oxon Hill, MD,97.9%
Oyster Bay, NY,
Ozark, AL,
Pacheco, CA,100.0%
Pacific Grove, CA,
Pacifica, CA,100.2%
Paducah, KY,
Pahrump, NV,
Palatine, IL,100.6%
Palermo, NJ,
Palisade, CO,99.0%
Palisades Park, NJ,100.4%
Palm Bay, FL,100.0%
Palm Beach Gardens, FL,96.6%
Palm Beach, FL,
Palm City, FL,97.2%
Palm Coast, FL,95.2%
Palm Desert, CA,
Palm Harbor, FL,96.8%
Palm River-Clair Mel, FL,99.5%
Palm Springs North, FL,
Palm Springs, CA,98.6%
Palm Springs, FL,98.3%
Palm Valley, FL,94.7%
Palm Valley, TX,
Palmdale, CA,100.8%
Palmdale, PA,
Palmer Heights, PA,
Palmer Lake, CO,
Palmer Ranch, FL,
Palmer Town, MA,113.0%
Palmer, MA,113.0%
Palmerton, PA,101.8%
Palmetto Bay, FL,
Palmetto, FL,
Palmetto, GA,
Palmyra, NJ,100.3%
Palmyra, PA,
Palo Alto, CA,103.5%
Palo Alto, PA,
Palo, IA,94.8%
Palos Heights, IL,100.1%
Palos Hills, IL,102.4%
Palos Park, IL,98.2%
Panama City Beach, FL,96.9%
Panama City, FL,
Panorama Village, TX,
Pantego, TX,
Panther Valley, NJ,
Panthersville, GA,
Pantops, VA,97.4%
Paola, KS,
Paoli, PA,98.5%
Parachute, CO,99.3%
Paradise Valley, AZ,
Paradise, CA,96.3%
Paradise, NV,98.5%
Paradise, PA,
Paragould, AR,
Paramount-Long Meadow, MD,103.4%
Paramount, CA,106.2%
Paramus, NJ,99.2%
Paris, KY,100.0%
Park City, KS,96.9%
Park City, UT,94.6%
Park Forest Village, PA,100.0%
Park Forest, IL,100.1%
Park Ridge, IL,96.9%
Park Ridge, NJ,100.0%
Parker, CO,98.3%
Parker, FL,
Parker, SC,99.2%
Parker, SD,
Parkersburg, WV,
Parkesburg, PA,
Parkland, FL,97.6%
Parkland, WA,
Parkside, PA,88.1%
Parkville, MD,100.7%
Parkville, MO,
Parkville, PA,99.0%
Parma, NY,
Parole, MD,99.7%
Parryville, PA,101.4%
Pasadena Hills, FL,96.0%
Pasadena, CA,100.6%
Pasadena, MD,100.4%
Pasadena, TX,100.4%
Pascagoula, MS,
Pasco, WA,100.0%
Paso Robles, CA,
Pass Christian, MS,
Passaic, NJ,
Paterson, NJ,
Patoka, IL,
Paul, ID,
Paulsboro, NJ,
Pauma Valley, CA,
Pawtucket, RI,
Paxtang, PA,
Paxtonia, PA,
Payette, ID,100.0%
Paynesville, MN,
Payson, AZ,99.4%
Payson, UT,99.0%
Pea Ridge, AR,
Pea Ridge, WV,
Peabody, MA,100.1%
Peachtree City, GA,
Peachtree Corners, GA,99.2%
Pearl, MS,
Pearland, TX,99.2%
Pebble Creek, FL,
Peculiar, MO,
Pedley, CA,
Pekin, IL,103.2%
Peletier, NC,
Pelham Manor, NY,
Pelham, AL,98.7%
Pelican Bay, FL,
Pelican Rapids, MN,
Pell City, AL,
Pemberton, NJ,
Pembroke Park, FL,
Pembroke Pines, FL,98.5%
Pembroke, MA,98.8%
Pembroke, NC,
Pen Argyl, PA,100.3%
Penbrook, PA,90.6%
Pendergrass, GA,
Pendleton, OR,95.4%
Pendleton, SC,100.8%
Penfield, NY,102.8%
Penhook, VA,
Peninsula, OH,
Penn Farms, PA,92.1%
Penn Wynne, PA,
Penndel, PA,
Pennington, NJ,100.0%
Penns Grove, NJ,
Pennsauken, NJ,102.3%
Pennsburg, PA,
Pennsbury Village, PA,
Pennside, PA,102.4%
Pennsville, NJ,
Pennsylvania,,98.9%
Pennville, PA,108.1%
Pennwyn, PA,
Penryn, CA,
Pensacola, FL,93.7%
Peoria Heights, IL,
Peoria, AZ,98.8%
Peoria, IL,93.6%
Peosta, IA,
Peotone, IL,
Pepper Pike, OH,101.1%
Pepperell, MA,
Peppermill Village, MD,
Pequot Lakes, MN,97.1%
Perinton, NY,126.5%
Perkasie, PA,104.6%
Perry Hall, MD,101.9%
Perry Park, CO,
Perry, GA,99.9%
Perry, UT,
Perryville, MD,98.8%
Petaluma, CA,100.8%
Peterborough, NH,
Petersburg, IL,
Petersburg, VA,
Peyton, CO,
Pflugerville, TX,100.0%
Pharr, TX,
Philadelphia, PA,97.5%
Philipsburg, PA,
Phillipsburg, NJ,
Philomath, OR,
Phoenix, AZ,97.7%
Phoenix, OR,96.6%
Phoenixville, PA,99.8%
Picacho Hills, NM,
Picnic Point, WA,
Pico Rivera, CA,
Pierre, SD,105.0%
Pigeon Forge, TN,
Pike Creek Valley, DE,102.4%
Pike Creek, DE,98.2%
Pike Road, AL,
Pikesville, MD,102.3%
Pillow, PA,
Pimmit Hills, VA,
Pinardville, NH,
Pinch, WV,100.0%
Pine Air, FL,
Pine Bush, NY,
Pine Castle, FL,
Pine Grove, PA,102.6%
Pine Hill, NJ,103.4%
Pine Hills, FL,95.9%
Pine Island, MN,
Pine Knoll Shores, NC,
Pine Manor, FL,
Pine Ridge at Crestwood, NJ,
Pine Ridge, FL,
Pine River, MN,
Pine, AZ,97.1%
Pinecrest, FL,100.0%
Pinehurst, MA,
Pinehurst, NC,100.1%
Pinellas Park, FL,98.3%
Pines Lake, NJ,
Pinetop Country Club, AZ,
Pinetop-Lakeside, AZ,
Pineville, NC,98.2%
Piney Green, NC,96.9%
Piney Mountain, VA,97.6%
Piney Point, MD,
Piney, AR,
Pingree Grove, IL,99.5%
Pinole, CA,98.9%
Pinson, AL,
Pismo Beach, CA,
Pitman, NJ,98.1%
Pittsboro, NC,97.5%
Pittsburg, CA,104.5%
Pittsburgh, PA,96.1%
Pittsford, NY,
Pittston, PA,
Placentia, CA,100.4%
Placerville, CA,
Plain City, UT,
Plainfield, IL,98.8%
Plainfield, IN,
Plains, PA,
Plainview, MN,
Plainview, NY,
Plainview, TX,
Plainville, MA,111.6%
Plano, IL,99.2%
Plano, TX,96.9%
Plant City, FL,99.0%
Plantation, FL,96.4%
Platte City, MO,
Platteville, CO,
Platteville, WI,
Plattsburgh, NY,98.2%
Plattsmouth, NE,
Pleasant Gap, PA,96.9%
Pleasant Grove, UT,99.5%
Pleasant Hill, CA,91.5%
Pleasant Hill, IA,
Pleasant Hill, MO,
Pleasant Hill, PA,99.1%
Pleasant Hills, MD,100.0%
Pleasant Hills, OH,
Pleasant Hills, PA,
Pleasant Valley, MO,
Pleasant View, TN,
Pleasant View, UT,
Pleasanton, CA,99.0%
Pleasantville, NJ,99.7%
Pleasureville, PA,100.9%
Plum, PA,
Plumsteadville, PA,
Plymouth Meeting, PA,100.0%
Plymouth, MA,104.0%
Plymouth, MN,98.9%
Plymouth, NH,
Plymouth, PA,81.9%
Pocasset, MA,98.9%
Pocatello, ID,
Pocono Pines, PA,
Poinciana, FL,99.1%
Point Baker, FL,
Point of Rocks, MD,
Point Venture, TX,98.5%
Poipu, HI,
Polk City, FL,
Pomeroy, PA,101.7%
Pomfret, NY,
Pomona, CA,100.0%
Pompano Beach, FL,97.3%
Pompton Lakes, NJ,
Pompton Plains, NJ,
Ponca City, OK,
Ponchatoula, LA,
Pontiac, IL,
Pontotoc, MS,
Pooler, GA,98.8%
Poolesville, MD,
Poplar Grove, IL,
Popponesset, MA,
Poquoson, VA,101.0%
Port Angeles, WA,
Port Barrington, IL,
Port Carbon, PA,
Port Charlotte, FL,
Port Clinton, PA,
Port Deposit, MD,
Port Ewen, NY,
Port Hueneme, CA,99.4%
Port Isabel, TX,
Port Jefferson, NY,
Port Lavaca, TX,
Port Monmouth, NJ,
Port Orange, FL,97.5%
Port Orchard, WA,101.4%
Port Richey, FL,
Port Royal, SC,96.4%
Port Salerno, FL,
Port St. Lucie, FL,98.1%
Port Vue, PA,
Port Washington, NY,
Port Wentworth, GA,100.4%
Portage Lakes, OH,
Portage, IN,
Portage, WI,
Porter, IN,
Porter, TX,96.7%
Porters Neck, NC,98.8%
Portland, ME,
Portland, OR,98.5%
Portola Hills, CA,
Portsmouth, NH,
Portsmouth, VA,98.4%
Potomac Falls, VA,
Potomac Heights, MD,
Potomac Mills, VA,
Potomac, MD,
Pottsgrove, PA,
Pottstown, PA,97.0%
Pottsville, PA,96.2%
Poughkeepsie, NY,106.7%
Poulsbo, WA,
Poway, CA,
Powder Springs, GA,101.5%
Powdersville, SC,
Powell, TN,
Prairie du Sac, WI,
Prairie Grove, IL,
Prairie Village, KS,
Prairieville, LA,100.0%
Prattville, AL,
Preakness, NJ,100.4%
Prescott Valley, AZ,98.9%
Prescott, AZ,98.2%
Prescott, WI,
Prestbury, IL,98.3%
Preston, ID,
Price, UT,
Prices Fork, VA,
Priceville, AL,94.3%
Prichard, AL,
Priest River, ID,
Prince Frederick, MD,99.0%
Princeton Meadows, NJ,
Princeton, FL,99.4%
Princeton, IL,
Princeton, MN,96.4%
Princeton, NJ,99.0%
Princeton, TX,100.0%
Princeville, HI,95.4%
Prineville, OR,
Prior Lake, MN,98.0%
Proctor, VT,
Proctorsville, VT,
Progress Village, FL,98.5%
Progress, PA,
Pronghorn, OR,
Prospect Heights, IL,
Prospect Park, PA,93.8%
Prosper, TX,99.4%
Prosser, WA,
Providence, RI,
Providence, UT,98.2%
Provincetown, MA,100.7%
Provo, UT,99.5%
Pueblo West, CO,96.7%
Pueblo, CO,96.9%
Puhi, HI,
Pulaski, VA,
Pullman, WA,
Pumphrey, MD,
Punta Gorda, FL,
Punta Rassa, FL,
Purcellville, VA,100.1%
Putnam, CT,
Puyallup, WA,100.0%
Quail Ridge, FL,95.7%
Quakertown, PA,100.8%
Quarryville, PA,
Quechee, VT,
Queen Creek, AZ,
Queensbury, NY,100.0%
Queenstown, MD,
Quentin, PA,95.6%
Quincy, IL,
Quincy, MA,98.3%
Quinton, NJ,
Radcliff, KY,
Radford, VA,66.7%
Radisson, NY,
Radnor Township, PA,102.5%
Rafter J Ranch, WY,
Rainier, WA,
Raleigh, NC,99.4%
Ralston, NE,
Ramapo, NY,96.8%
Ramblewood, NJ,
Ramona, CA,
Ramsey, MN,98.4%
Ramsey, NJ,
Ramtown, NJ,
Ranchettes, WY,
Rancho Cordova, CA,
Rancho Cucamonga, CA,99.3%
Rancho Mission Viejo, CA,99.8%
Rancho Murieta, CA,
Rancho Palos Verdes, CA,98.2%
Rancho San Diego, CA,
Rancho Santa Fe, CA,
Rancho Santa Margarita, CA,99.4%
Randallstown, MD,101.2%
Randleman, NC,
Randolph Town, MA,100.8%
Randolph, MA,100.8%
Rankin, PA,
Ranshaw, PA,
Ranson, WV,98.5%
Rantoul, IL,
Rapid City, SD,99.9%
Rapid Valley, SD,
Ravenel, SC,
Ravenna, TX,
Ravine, PA,
Raymond, NH,
Raymore, MO,
Raynham, MA,101.8%
Raytown, MO,
Reading, MA,102.6%
Reading, PA,98.7%
Reamstown, PA,
Red Bank, NJ,98.8%
Red Cliff, CO,100.0%
Red Feather Lakes, CO,
Red Hill, PA,
Red Hill, SC,100.0%
Red Lion, PA,102.4%
Red Lodge, MT,
Red River, NM,
Red Wing, MN,98.6%
Redan, GA,98.7%
Redding, CA,99.0%
Redington Shores, FL,
Redland, MD,100.6%
Redlands, CA,101.0%
Redlands, CO,
Redmond, OR,99.6%
Redmond, WA,100.4%
Redondo Beach, CA,100.6%
Redwood City, CA,98.2%
Reedley, CA,
Reedsburg, WI,
Reedsville, WV,100.0%
Rehoboth, MA,
Reidland, KY,
Reidsville, NC,
Reidville, SC,97.6%
Reiffton, PA,
Reinerton, PA,
Reinholds, PA,
Reisterstown, MD,102.5%
Remington, VA,
Renningers, PA,
Reno, NV,99.6%
Rensselaer, NY,
Renton, WA,99.4%
Reston, VA,101.2%
Revere, MA,
Reynoldsburg, OH,
Rialto, CA,96.8%
Rice, MN,
Richardson, TX,99.1%
Richboro, PA,
Richfield, MN,102.4%
Richfield, OH,
Richland, PA,
Richland, WA,98.7%
Richlands, NC,100.0%
Richlandtown, PA,
Richmond Heights, FL,
Richmond Heights, MO,
